curator_name,curator_url,playlist_id,playlist_name,playlist_url,followers,total_tracks,description,image_url,public,playlist_genres,genre_histogram,genre_diversity,unique_artists,avg_artist_popularity,avg_artist_followers
Indie Folk Central,https://open.spotify.com/user/ykxuknpdqe4vrfi4lrn2gb76p,33RsFCcMzdtSD3rNNeFqmR,Acoustic + Coffee,https://open.spotify.com/playlist/33RsFCcMzdtSD3rNNeFqmR,4043,99,"Enjoy your coffee with acoustic indie folk songs in this coffeehouse playlist | <a href=""https://ifc.sbmt.to"">Click here for more!</a>",https://image-cdn-ak.spotifycdn.com/image/ab67706c0000d72c7e730367aa2616f12f1033c1,True,"['alt country', 'ambient folk', 'christian folk', 'dub', 'folk pop', 'indie electronic', 'indie folk', 'indie r&b', 'southern gothic']","Counter({'indie folk': 54, 'christian folk': 14, 'folk pop': 3, 'indie r&b': 2, 'southern gothic': 1, 'ambient folk': 1, 'dub': 1, 'alt country': 1, 'indie electronic': 1})",9,97,30.844827586206897,100704.19827586209
Indie Folk Central,https://open.spotify.com/user/ykxuknpdqe4vrfi4lrn2gb76p,3IV9iL9rVZZnvwEjTQt6Xv,Heartbreak Sad Songs,https://open.spotify.com/playlist/3IV9iL9rVZZnvwEjTQt6Xv,151,71,Indie Folk &amp; Acoustic sad songs to accompany the fragments of a broken heart. ,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da840bf3a9b599e040e2790e19f6,True,"['ambient folk', 'folk pop', 'indie folk', 'norwegian pop', 'southern gothic', 'surf rock']","Counter({'indie folk': 28, 'folk pop': 6, 'ambient folk': 1, 'norwegian pop': 1, 'surf rock': 1, 'southern gothic': 1})",6,75,24.17721518987342,16539.73417721519
Indie Folk Central,https://open.spotify.com/user/ykxuknpdqe4vrfi4lrn2gb76p,3MpMZTJI3cgqU50A9kNPv7,Easy Morning,https://open.spotify.com/playlist/3MpMZTJI3cgqU50A9kNPv7,412,44,Sweet acoustic and indie folk songs to enjoy this morning!,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da844a56bb081189f4568481942f,True,"['ambient folk', 'christian folk', 'folk pop', 'indian indie', 'indie folk', 'surf rock']","Counter({'indie folk': 27, 'christian folk': 3, 'folk pop': 3, 'surf rock': 1, 'indian indie': 1, 'ambient folk': 1})",6,45,24.282608695652176,48971.47826086957
Indie Folk Central,https://open.spotify.com/user/ykxuknpdqe4vrfi4lrn2gb76p,49ahYioHxXzZcItLlIHeMh,Indie Folk Winter Songs ❄️ Warm & Relaxing Songs for Cold Days,https://open.spotify.com/playlist/49ahYioHxXzZcItLlIHeMh,178,91,"An Indie Folk Playlist, inspired by the winter season. Curated to get you through the cold winter months. Enjoy it on <a href=""https://youtu.be/_8nR3NalW8g"">YouTube</a>!",https://image-cdn-ak.spotifycdn.com/image/ab67706c0000d72c40806984842d7b459a393649,True,"['acoustic pop', 'ambient folk', 'americana', 'bluegrass', 'christian alternative rock', 'christian folk', 'indie folk', 'newgrass', 'singer-songwriter']","Counter({'indie folk': 57, 'christian folk': 4, 'christian alternative rock': 2, 'ambient folk': 2, 'newgrass': 1, 'bluegrass': 1, 'americana': 1, 'acoustic pop': 1, 'singer-songwriter': 1})",9,92,29.13,58222.91
Indie Folk Central,https://open.spotify.com/user/ykxuknpdqe4vrfi4lrn2gb76p,4ASQdIvQBEn8SPMD1rDWZ8,Rainy Day  •  Indie Folk & Acoustic,https://open.spotify.com/playlist/4ASQdIvQBEn8SPMD1rDWZ8,5115,100,"Soulful folk to warm your soul, like your favorite mug on a quiet, rainy day.  Acoustic, Indie Folk , Singer-Songwriter and a little bit of Americana.",https://image-cdn-ak.spotifycdn.com/image/ab67706c0000d72c7aa207a2342b4628f20f9134,True,"['ambient folk', 'baroque pop', 'blues', 'cajun', 'christian country', 'christian folk', 'drum and bass', 'folk', 'folk pop', 'indie folk', 'liquid funk', 'modern blues', 'retro soul']","Counter({'indie folk': 41, 'christian folk': 7, 'ambient folk': 3, 'christian country': 3, 'folk': 1, 'folk pop': 1, 'retro soul': 1, 'liquid funk': 1, 'drum and bass': 1, 'cajun': 1, 'blues': 1, 'modern blues': 1, 'baroque pop': 1})",13,93,31.89189189189189,142837.87387387388
Indie Folk Central,https://open.spotify.com/user/ykxuknpdqe4vrfi4lrn2gb76p,4FtqnXQR6MWfpBUw8AFf11,Best Indie Folk of 2016,https://open.spotify.com/playlist/4FtqnXQR6MWfpBUw8AFf11,773,48,"Listen to the best indie folk of 2016, also available as a <a href=""https://youtu.be/RVeE3j7b1qg"">3 hour+ video on YouTube</a>! Check out the <a href=""https://spoti.fi/3ArwLw4"">2020</a>,  <a href=""https://spoti.fi/3lBpnrL"">2019</a> &amp; <a href=""https://spoti.fi/2XmHfy9"">2018</a> versions!",https://image-cdn-fa.spotifycdn.com/image/ab67706c0000da848992c5a8b4f14cb4ad70372b,True,"['acoustic pop', 'ambient folk', 'christian folk', 'christmas', 'folk pop', 'indie folk', 'southern gothic', 'surf rock', 'tropical house']","Counter({'indie folk': 28, 'ambient folk': 2, 'folk pop': 2, 'surf rock': 2, 'acoustic pop': 1, 'tropical house': 1, 'southern gothic': 1, 'christmas': 1, 'christian folk': 1})",9,45,25.49019607843137,37191.0
Indie Folk Central,https://open.spotify.com/user/ykxuknpdqe4vrfi4lrn2gb76p,4MT5ojqodqcJXiu4sgYdbS,Women of Indie Folk,https://open.spotify.com/playlist/4MT5ojqodqcJXiu4sgYdbS,1455,660,"Some of the finest female indie folk artists // <a href=""https://ifc.sbmt.to/"">More about IFC</a>! //  Enjoy ❤️",https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da84b7684820e44b05007ffc12a5,True,"['acoustic pop', 'alt country', 'ambient folk', 'americana', 'anti-folk', 'bluegrass', 'celtic', 'christian folk', 'deep house', 'dream pop', 'drum and bass', 'electro swing', 'folk', 'folk pop', 'indie folk', 'jazz house', 'liquid funk', 'melodic house', 'nu jazz', 'pop québécoise', 'pop worship', 'rally house', 'sea shanties', 'shoegaze', 'soul jazz', 'spoken word', 'swedish pop', 'swing music', 'traditional folk', 'tropical house']","Counter({'indie folk': 276, 'christian folk': 10, 'folk': 5, 'ambient folk': 5, 'folk pop': 5, 'acoustic pop': 5, 'anti-folk': 4, 'liquid funk': 3, 'drum and bass': 3, 'melodic house': 2, 'celtic': 2, 'swedish pop': 2, 'tropical house': 2, 'bluegrass': 2, 'rally house': 1, 'spoken word': 1, 'americana': 1, 'alt country': 1, 'dream pop': 1, 'deep house': 1, 'traditional folk': 1, 'sea shanties': 1, 'shoegaze': 1, 'pop québécoise': 1, 'soul jazz': 1, 'pop worship': 1, 'jazz house': 1, 'nu jazz': 1, 'electro swing': 1, 'swing music': 1})",30,484,16.044668587896254,19801.592219020175
Indie Folk Central,https://open.spotify.com/user/ykxuknpdqe4vrfi4lrn2gb76p,4NsN2M1AY7QpKhlYvij6RM,Grief • Indie Folk songs about losing a loved one,https://open.spotify.com/playlist/4NsN2M1AY7QpKhlYvij6RM,145,49,I’m so sorry for your loss.  I hope this playlist can bring you a little comfort and peace 🤍,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da846628bd63b485e9a481f3b438,True,"['christian folk', 'drone', 'drum and bass', 'folk pop', 'indie folk', 'liquid funk', 'sea shanties']","Counter({'indie folk': 26, 'christian folk': 8, 'folk pop': 3, 'liquid funk': 1, 'drum and bass': 1, 'sea shanties': 1, 'drone': 1})",7,46,25.51923076923077,37708.61538461538
Indie Folk Central,https://open.spotify.com/user/ykxuknpdqe4vrfi4lrn2gb76p,4dDHO0q72Q2bZlX8FtQn1C,Cozy Christmas • Acoustic & Folk,https://open.spotify.com/playlist/4dDHO0q72Q2bZlX8FtQn1C,3223,100,Merry Christmas! Get in the holiday spirit with these Indie Folk &amp; Acoustic Christmas songs 🎄 Enjoy this warm &amp; cozy Christmas playlist! Happy Holidays,https://image-cdn-fa.spotifycdn.com/image/ab67706c0000da84e25ce5c09409e7996b78ffcb,True,"['acoustic pop', 'ambient folk', 'americana', 'baroque pop', 'chanson québécoise', 'christian folk', 'christmas', 'folk', 'folk pop', 'french indie pop', 'french pop', 'german indie pop', 'indie folk', 'retro soul', 'singer-songwriter', 'soft pop']","Counter({'indie folk': 25, 'folk pop': 15, 'christmas': 8, 'christian folk': 4, 'singer-songwriter': 4, 'ambient folk': 4, 'americana': 2, 'baroque pop': 2, 'folk': 1, 'retro soul': 1, 'soft pop': 1, 'acoustic pop': 1, 'chanson québécoise': 1, 'french indie pop': 1, 'french pop': 1, 'german indie pop': 1})",16,97,40.632,201687.768
Indie Folk Central,https://open.spotify.com/user/ykxuknpdqe4vrfi4lrn2gb76p,59syds5cCSXg1UWHuuVbAx,Indie Roadtrip & Adventure,https://open.spotify.com/playlist/59syds5cCSXg1UWHuuVbAx,5089,104,"The ultimate Indie Road Trip playlist for vanlife adventures. Featuring the best of indie folk &amp; folk pop/rock to fuel your journey! ☀️ // <a href=""https://ifc.sbmt.to/"">More about IFC</a>! // <a href=""https://spoti.fi/3SAzZZM"">Our albums</a> // Enjoy ",https://image-cdn-fa.spotifycdn.com/image/ab67706c0000d72c20c4db4fd6fc5f8cca74fcdd,True,"['alternative pop', 'celtic', 'christian folk', 'folk pop', 'indie folk', 'soft pop', 'surf rock', 'tropical house']","Counter({'indie folk': 47, 'folk pop': 19, 'christian folk': 11, 'tropical house': 2, 'soft pop': 1, 'celtic': 1, 'alternative pop': 1, 'surf rock': 1})",8,98,31.262295081967213,127551.0655737705
Indie Folk Central,https://open.spotify.com/user/ykxuknpdqe4vrfi4lrn2gb76p,5rkRsusFIHe9uG7gndGLxA,Indie Folk Radar • New Music,https://open.spotify.com/playlist/5rkRsusFIHe9uG7gndGLxA,6053,100,"New indie folk. Real humans. No AI and algorithms, just the best new discoveries! Click <a href=""https://ifc.sbmt.to/""> here</a> for our videos &amp; albums ! Hope you'll ENJOY!",https://image-cdn-ak.spotifycdn.com/image/ab67706c0000d72c52a74fc65d66dcecc1c4ce13,True,"['acoustic pop', 'bedroom pop', 'christian folk', 'christmas', 'folk pop', 'german indie pop', 'indie folk', 'indie québécois', 'indie r&b', 'jazz rap', 'lo-fi indie', 'melodic house', 'norwegian pop', 'rally house', 'singer-songwriter', 'southern gothic', 'spoken word']","Counter({'indie folk': 45, 'christian folk': 9, 'folk pop': 2, 'spoken word': 2, 'bedroom pop': 1, 'norwegian pop': 1, 'indie r&b': 1, 'acoustic pop': 1, 'rally house': 1, 'melodic house': 1, 'german indie pop': 1, 'southern gothic': 1, 'indie québécois': 1, 'jazz rap': 1, 'lo-fi indie': 1, 'singer-songwriter': 1, 'christmas': 1})",17,100,29.0625,42905.455357142855
Indie Folk Central,https://open.spotify.com/user/ykxuknpdqe4vrfi4lrn2gb76p,6QSP1W8j40Nhpoq1Rhjkg6,Lost in the Woods,https://open.spotify.com/playlist/6QSP1W8j40Nhpoq1Rhjkg6,4528,100,"Indie Folk songs to let your mind wander, and your worries get lost in the woods  // <a href=""https://ifc.sbmt.to/"">More about IFC</a>! // Chill, moody, and inspired by the old Spotify playlist. For fans of Hazlett 🤍",https://image-cdn-ak.spotifycdn.com/image/ab67706c0000d72cf8c15f93d3274709ad7a370a,True,"['ambient folk', 'americana', 'christian folk', 'folk pop', 'indie folk', 'jazz blues', 'jazz rap', 'lo-fi indie', 'norwegian pop']","Counter({'indie folk': 56, 'ambient folk': 2, 'norwegian pop': 2, 'folk pop': 2, 'jazz blues': 1, 'jazz rap': 1, 'lo-fi indie': 1, 'christian folk': 1, 'americana': 1})",9,89,32.442477876106196,50802.87610619469
Indie Folk Central,https://open.spotify.com/user/ykxuknpdqe4vrfi4lrn2gb76p,70RwUoYWiYtUq3ZYj9WRe7,Top 100 Indie Folk,https://open.spotify.com/playlist/70RwUoYWiYtUq3ZYj9WRe7,1540,100,"Enjoy our Top 100 of new indie folk songs of july - September 2025. We'll update this playlist after every quarter! <a href=""https://ifc.sbmt.to/"">More about IFC</a>! / Enjoy ",https://image-cdn-ak.spotifycdn.com/image/ab67706c0000d72c0e3c0355718e6f3a9ce5d21d,True,"['acoustic pop', 'alternative pop', 'christian alternative rock', 'christian country', 'christian folk', 'drum and bass', 'folk pop', 'indie electronic', 'indie folk', 'liquid funk', 'tropical house']","Counter({'indie folk': 61, 'christian folk': 12, 'folk pop': 5, 'indie electronic': 1, 'liquid funk': 1, 'drum and bass': 1, 'alternative pop': 1, 'tropical house': 1, 'acoustic pop': 1, 'christian country': 1, 'christian alternative rock': 1})",11,84,37.08849557522124,61083.95575221239
Indie Folk Central,https://open.spotify.com/user/ykxuknpdqe4vrfi4lrn2gb76p,79aKtYVKWTLuFjjSoeBb92,Christian Indie Folk 2025,https://open.spotify.com/playlist/79aKtYVKWTLuFjjSoeBb92,4306,107,"Christian Indie Folk 2025, acoustic, folk &amp; singer-songwriter tracks. Perfect for moments of reflection, worship, or simply embracing the beauty of life 🌿✨ Out on <a href=""https://ffm.to/cif12"">album</a>! // <a href=""https://ifc.sbmt.to/"">More about IFC</a> // Enjoy!",https://image-cdn-fa.spotifycdn.com/image/ab67706c0000d72cc1d59e7f63218bba5f0559da,True,"['ambient folk', 'christian', 'christian alternative rock', 'christian country', 'christian folk', 'christian pop', 'gospel r&b', 'indie folk', 'pop worship', 'tropical house', 'worship']","Counter({'christian folk': 112, 'christian alternative rock': 32, 'christian': 17, 'worship': 15, 'christian country': 13, 'indie folk': 12, 'pop worship': 3, 'ambient folk': 3, 'christian pop': 2, 'gospel r&b': 2, 'tropical house': 1})",11,91,30.441176470588236,31043.779411764703
Indie Folk Central,https://open.spotify.com/user/ykxuknpdqe4vrfi4lrn2gb76p,7Dbc74M7ojPPcPhagHLNkW,Train Ride Home | Special Indie Folk Playlist,https://open.spotify.com/playlist/7Dbc74M7ojPPcPhagHLNkW,165,32,"Get lost in these indie folk, singer songwriter songs with our Train Ride Home playlist, also available on <a href=""https://youtu.be/x5Fwoxx3JhQ"">YouTube</a>!",https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8431d93b18889361d8234846ad,True,"['alt country', 'christian folk', 'indie folk', 'retro soul', 'tropical house']","Counter({'indie folk': 15, 'tropical house': 1, 'christian folk': 1, 'retro soul': 1, 'alt country': 1})",5,33,30.11764705882353,180206.20588235295
